Id,Category
1068,japanese
1069,indian
1077,indian
1081,mexican
1082,korean
1086,cajun_creole
1096,japanese
1100,mexican
1126,greek
1136,french
1145,indian
1149,thai
1155,japanese
1159,southern_us
1163,indian
1167,italian
1171,mexican
1175,southern_us
1178,filipino
1182,italian
1187,thai
1188,french
1199,mexican
1207,japanese
1212,spanish
1213,southern_us
1220,italian
1227,indian
1228,vietnamese
1229,british
1235,british
1244,indian
1247,moroccan
1248,indian
1265,italian
1273,italian
1275,french
1276,thai
1279,indian
1281,southern_us
1282,italian
1288,japanese
1296,italian
1302,mexican
1304,italian
1309,italian
1310,southern_us
1316,mexican
1334,italian
1340,filipino
1346,greek
1355,japanese
1357,greek
1369,greek
1378,cajun_creole
1380,french
1390,french
1392,cajun_creole
1415,southern_us
1420,italian
1421,southern_us
1426,southern_us
1433,mexican
1436,southern_us
1439,mexican
1448,mexican
1452,italian
1460,italian
1468,chinese
1471,french
1473,irish
1477,british
1489,french
1493,italian
1502,southern_us
1507,jamaican
1509,chinese
1510,southern_us
1511,russian
1512,mexican
1514,mexican
1515,mexican
1522,southern_us
1528,mexican
1538,mexican
1542,italian
1545,southern_us
1546,mexican
1558,japanese
1559,greek
1562,italian
1564,moroccan
1565,mexican
1567,indian
1571,british
1574,italian
1575,mexican
1577,italian
1579,french
1581,indian
1585,southern_us
1589,southern_us
1594,southern_us
1595,moroccan
1601,southern_us
1604,brazilian
1605,french
1609,moroccan
1616,southern_us
1617,southern_us
1622,mexican
1625,cajun_creole
1637,korean
1639,southern_us
1641,mexican
1642,cajun_creole
1643,chinese
1644,british
1648,italian
1657,italian
1659,french
1672,indian
1673,italian
1678,chinese
1685,italian
1686,french
1690,southern_us
1691,italian
1694,indian
1696,italian
1703,southern_us
1707,vietnamese
1709,french
1711,indian
1716,chinese
1718,italian
1720,moroccan
1724,mexican
1730,vietnamese
1731,filipino
1736,korean
1737,french
1744,filipino
1748,southern_us
1753,indian
1756,japanese
1762,moroccan
1763,irish
1767,moroccan
1771,italian
1772,mexican
1773,greek
1777,cajun_creole
1779,chinese
1783,filipino
1790,chinese
1791,italian
1802,indian
1803,indian
1810,spanish
1812,southern_us
1816,cajun_creole
1821,indian
1829,italian
1832,southern_us
1834,british
1851,french
1853,italian
1859,french
1865,italian
1869,mexican
1870,southern_us
1873,british
1882,british
1889,southern_us
1892,indian
1899,chinese
1901,mexican
1912,indian
1916,vietnamese
1922,irish
1928,mexican
1940,vietnamese
1945,southern_us
1950,french
1951,cajun_creole
1954,jamaican
1962,italian
1964,italian
1966,mexican
1970,indian
1972,mexican
2001,indian
2003,japanese
2006,indian
2007,indian
2009,italian
2010,italian
2011,southern_us
2017,italian
2018,filipino
2020,indian
2022,italian
2024,italian
2026,southern_us
2033,mexican
2039,mexican
2044,southern_us
2050,japanese
2054,mexican
2057,mexican
2064,moroccan
2068,mexican
2070,greek
2072,french
2079,chinese
2080,thai
2096,vietnamese
2109,spanish
2116,filipino
2124,japanese
2125,italian
2127,filipino
2132,southern_us
2134,mexican
2148,french
2153,mexican
2158,thai
2160,cajun_creole
2167,russian
2169,french
2170,southern_us
2172,spanish
2173,italian
2176,filipino
2177,italian
2180,moroccan
2194,mexican
2195,greek
2199,indian
2202,thai
2205,jamaican
2207,indian
2213,spanish
2219,jamaican
2225,cajun_creole
2227,mexican
2230,chinese
2233,spanish
2234,vietnamese
2240,french
2246,japanese
2250,southern_us
2256,vietnamese
2257,french
2260,british
2267,irish
2270,greek
2273,southern_us
2276,mexican
2282,japanese
2283,mexican
2288,southern_us
2292,spanish
2296,indian
2297,british
2298,mexican
2305,southern_us
2306,chinese
2307,mexican
2309,mexican
2310,cajun_creole
2311,southern_us
2312,indian
2313,mexican
2318,cajun_creole
2320,chinese
2327,mexican
2333,thai
2342,french
2346,mexican
2349,moroccan
2351,filipino
2357,japanese
2378,indian
2382,mexican
2383,italian
2386,filipino
2387,british
2402,moroccan
2403,thai
2412,mexican
2414,southern_us
2417,indian
2420,moroccan
2428,french
2430,brazilian
2432,filipino
2433,irish
2435,filipino
2439,italian
2446,filipino
2449,southern_us
2453,mexican
2455,mexican
2463,spanish
2470,japanese
2472,japanese
2487,thai
2508,indian
2514,italian
2518,italian
2521,french
2523,british
2525,moroccan
2531,southern_us
2534,french
2540,greek
2545,french
2555,italian
2558,italian
2571,indian
2572,japanese
2574,mexican
2591,italian
2594,korean
2595,greek
2599,japanese
2602,indian
2603,thai
2605,mexican
2609,italian
2611,italian
2617,greek
2620,japanese
2621,japanese
2624,vietnamese
2627,french
2638,indian
2641,mexican
2647,mexican
2650,southern_us
2651,italian
2654,mexican
2656,thai
2659,moroccan
2662,indian
2668,moroccan
2671,irish
2672,mexican
2677,southern_us
2679,italian
2691,italian
2693,italian
2699,russian
2700,mexican
2704,italian
2705,italian
2707,filipino
2712,mexican
2715,italian
2722,french
2729,moroccan
2731,italian
2733,mexican
2734,chinese
2738,mexican
2741,french
2744,italian
2745,southern_us
2748,chinese
2756,french
2760,italian
2764,chinese
2765,mexican
2767,southern_us
2773,italian
2778,mexican
2783,vietnamese
2785,greek
2788,filipino
2795,italian
2797,russian
2806,cajun_creole
2808,brazilian
2813,southern_us
2816,japanese
2817,southern_us
2821,chinese
2832,chinese
2834,japanese
2837,thai
2843,spanish
2844,greek
2865,italian
2873,spanish
2879,southern_us
2887,brazilian
2889,italian
2894,italian
2896,italian
2898,chinese
2899,spanish
2901,french
2907,french
2914,japanese
2915,moroccan
2919,indian
2921,spanish
2930,southern_us
2932,japanese
2948,mexican
2953,thai
2956,mexican
2960,jamaican
2969,mexican
2972,mexican
2975,japanese
2976,french
2977,french
2980,moroccan
2982,greek
2992,italian
2997,greek
3003,chinese
3018,moroccan
3028,thai
3032,southern_us
3036,russian
3037,mexican
3040,mexican
3046,southern_us
3051,indian
3054,korean
3059,italian
3060,indian
3071,italian
3073,french
3081,irish
3083,italian
3084,moroccan
3095,moroccan
3099,filipino
3107,italian
3109,british
3113,southern_us
3115,cajun_creole
3118,british
3121,southern_us
3134,french
3139,italian
3140,italian
3149,irish
3155,jamaican
3172,jamaican
3179,italian
3182,thai
3188,moroccan
3212,italian
3213,southern_us
3216,british
3223,japanese
3232,mexican
3238,japanese
3245,chinese
3247,thai
3248,mexican
3250,french
3255,thai
3266,moroccan
3268,southern_us
3272,thai
3275,irish
3279,british
3288,italian
3289,italian
3297,filipino
3298,southern_us
3299,chinese
3300,french
3304,moroccan
3311,mexican
3318,chinese
3331,spanish
3333,southern_us
3336,spanish
3339,indian
3340,spanish
3345,mexican
3356,italian
3366,italian
3370,moroccan
3371,chinese
3373,filipino
3376,greek
3378,thai
3380,greek
3385,chinese
3391,british
3398,mexican
3407,italian
3409,thai
3411,mexican
3412,mexican
3413,italian
3426,mexican
3430,italian
3437,cajun_creole
3443,vietnamese
3446,italian
3448,indian
3449,mexican
3450,korean
3452,french
3464,italian
3468,filipino
3492,italian
3496,indian
3500,southern_us
3505,indian
3508,italian
3510,italian
3511,thai
3516,italian
3517,italian
3518,mexican
3525,italian
3530,mexican
3534,french
3538,filipino
3540,mexican
3546,southern_us
3550,spanish
3552,japanese
3559,french
3566,brazilian
3568,mexican
3570,indian
3573,italian
3577,chinese
3581,korean
3586,russian
3588,italian
3590,southern_us
3594,chinese
3599,korean
3601,italian
3602,southern_us
3604,southern_us
3609,italian
3614,italian
3615,mexican
3618,southern_us
3627,greek
3632,greek
3637,indian
3639,cajun_creole
3644,italian
3647,mexican
3649,italian
3653,italian
3658,filipino
3668,thai
3670,southern_us
3672,mexican
3674,moroccan
3679,italian
3683,mexican
3691,vietnamese
3697,french
3698,italian
3710,spanish
3727,cajun_creole
3730,thai
3732,french
3735,italian
3740,greek
3745,british
3748,filipino
3750,mexican
3751,korean
3754,indian
3756,italian
3758,italian
3763,spanish
3766,korean
3768,southern_us
3772,french
3780,italian
3786,mexican
3787,southern_us
3788,italian
3791,indian
3800,korean
3808,mexican
3811,indian
3814,british
3815,southern_us
3823,italian
3827,filipino
3829,indian
3831,italian
3833,mexican
3834,vietnamese
3839,italian
3841,british
3848,mexican
3849,southern_us
3851,italian
3852,japanese
3853,chinese
3855,irish
3857,italian
3862,italian
3868,french
3872,mexican
3874,indian
3878,russian
3882,thai
3883,southern_us
3888,greek
3901,cajun_creole
3907,chinese
3916,indian
3918,chinese
3922,russian
3934,mexican
3939,thai
3946,mexican
3951,korean
3956,italian
3957,italian
3961,southern_us
3962,chinese
3968,italian
3978,indian
3981,french
3983,thai
4010,southern_us
4012,french
4015,vietnamese
4018,italian
4028,chinese
4031,italian
4038,italian
4040,indian
4043,mexican
4047,indian
4062,mexican
4073,irish
4080,mexican
4094,korean
4098,mexican
4100,mexican
4105,southern_us
4107,indian
4108,southern_us
4118,southern_us
4131,indian
4132,italian
4141,moroccan
4142,italian
4149,mexican
4151,greek
4198,chinese
4207,chinese
4208,indian
4210,mexican
4230,italian
4241,italian
4245,japanese
4259,irish
4260,russian
4264,italian
4268,thai
4274,italian
4278,indian
4281,southern_us
4298,italian
4300,mexican
4303,japanese
4304,jamaican
4313,southern_us
4315,southern_us
4326,italian
4333,mexican
4343,filipino
4344,french
4348,thai
4349,italian
4355,japanese
4357,italian
4362,italian
4378,british
4391,moroccan
4392,chinese
4394,french
4400,greek
4403,mexican
4409,indian
4414,indian
4422,vietnamese
4429,french
4433,french
4438,filipino
4440,spanish
4441,indian
4444,southern_us
4448,italian
4455,italian
4459,italian
4463,indian
4467,greek
4472,italian
4490,japanese
4494,thai
4498,mexican
4499,cajun_creole
4509,cajun_creole
4515,cajun_creole
4519,korean
4521,cajun_creole
4524,mexican
4525,italian
4528,mexican
4530,mexican
4535,mexican
4541,vietnamese
4544,spanish
4555,indian
4557,french
4558,mexican
4560,southern_us
4566,japanese
4568,italian
4573,french
4574,chinese
4575,italian
4578,thai
4587,indian
4602,french
4606,korean
4611,southern_us
4614,japanese
4617,italian
4628,japanese
4630,mexican
4634,spanish
4639,mexican
4647,russian
4660,spanish
4663,jamaican
4666,greek
4676,chinese
4684,southern_us
4692,italian
4696,russian
4697,italian
4709,southern_us
4711,mexican
4714,spanish
4716,greek
4718,korean
4720,greek
4726,japanese
4741,filipino
4745,italian
4746,italian
4755,irish
4762,chinese
4765,brazilian
4785,italian
4788,russian
4789,thai
4795,mexican
4800,jamaican
4803,mexican
4810,chinese
4813,greek
4827,mexican
4830,italian
4839,mexican
4843,italian
4848,thai
4852,italian
4853,italian
4854,southern_us
4863,vietnamese
4866,korean
4873,cajun_creole
4888,filipino
4890,french
4891,russian
4900,southern_us
4901,italian
4905,british
4912,southern_us
4917,italian
4918,southern_us
4919,southern_us
4926,irish
4930,indian
4931,indian
4934,italian
4935,italian
4937,thai
4938,mexican
4939,mexican
4947,filipino
4954,italian
4963,french
4965,mexican
4967,mexican
4969,spanish
4976,thai
4979,mexican
4983,british
4985,italian
4991,mexican
4993,southern_us
4996,irish
4997,italian
4999,japanese
5001,french
5014,chinese
5021,chinese
5029,mexican
5032,italian
5036,greek
5040,mexican
5042,moroccan
5046,japanese
5050,irish
5058,southern_us
5064,italian
5066,french
5067,italian
5069,italian
5073,italian
5083,italian
5084,mexican
5093,mexican
5095,chinese
5098,spanish
5108,southern_us
5109,mexican
5117,indian
5119,irish
5120,italian
5121,italian
5123,chinese
5144,italian
5146,chinese
5149,southern_us
5162,chinese
5164,italian
5166,italian
5167,cajun_creole
5168,jamaican
5178,british
5179,jamaican
5194,southern_us
5196,southern_us
5207,chinese
5210,italian
5216,mexican
5220,southern_us
5227,mexican
5228,british
5230,italian
5232,french
5235,mexican
5240,italian
5244,mexican
5250,mexican
5254,japanese
5259,mexican
5263,russian
5273,indian
5281,greek
5297,southern_us
5298,chinese
5302,korean
5303,british
5307,french
5315,indian
5316,mexican
5329,jamaican
5334,italian
5338,mexican
5346,mexican
5356,southern_us
5364,mexican
5366,vietnamese
5376,italian
5378,thai
5379,cajun_creole
5382,mexican
5385,cajun_creole
5391,spanish
5394,italian
5402,italian
5408,british
5409,italian
5410,british
5414,mexican
5416,japanese
5422,jamaican
5423,french
5426,chinese
5427,chinese
5433,french
5435,chinese
5440,irish
5441,french
5448,mexican
5460,southern_us
5462,russian
5463,mexican
5473,french
5481,mexican
5485,southern_us
5492,italian
5493,indian
5494,korean
5496,mexican
5505,indian
5510,southern_us
5511,chinese
5517,indian
5522,indian
5523,italian
5524,mexican
5525,italian
5529,thai
5537,mexican
5541,greek
5543,french
5552,cajun_creole
5557,greek
5572,indian
5576,cajun_creole
5598,indian
5599,french
5601,italian
5609,vietnamese
5611,korean
5613,mexican
5614,french
5616,italian
5623,korean
5624,spanish
5633,cajun_creole
5638,mexican
5644,italian
5653,chinese
5661,korean
5665,southern_us
5679,japanese
5682,greek
5684,southern_us
5691,korean
5699,italian
5708,southern_us
5709,chinese
5711,italian
5718,indian
5732,chinese
5739,italian
5742,greek
5743,southern_us
5745,italian
5746,southern_us
5747,indian
5753,italian
5754,vietnamese
5761,french
5764,french
5765,cajun_creole
5769,thai
5779,french
5781,southern_us
5789,southern_us
5790,mexican
5796,southern_us
5808,italian
5810,jamaican
5815,japanese
5821,cajun_creole
5826,southern_us
5828,mexican
5829,mexican
5830,southern_us
5834,italian
5848,thai
5853,french
5854,french
5856,spanish
5858,italian
5869,french
5876,greek
5877,italian
5879,mexican
5880,french
5894,greek
5896,italian
5903,southern_us
5906,mexican
5910,french
5916,japanese
5921,indian
5931,cajun_creole
5962,mexican
5964,italian
5966,southern_us
5967,italian
5969,mexican
5972,italian
5976,british
5977,italian
5979,italian
5983,moroccan
5986,italian
5991,southern_us
5992,british
5994,jamaican
6005,chinese
6010,moroccan
6011,italian
6012,spanish
6029,chinese
6040,filipino
6045,mexican
6052,french
6067,french
6075,southern_us
6080,southern_us
6088,mexican
6095,southern_us
6096,italian
6099,russian
6106,jamaican
6114,southern_us
6118,moroccan
6121,chinese
6125,mexican
6126,korean
6135,italian
6146,mexican
6152,japanese
6158,cajun_creole
6164,thai
6169,southern_us
6175,southern_us
6178,mexican
6180,filipino
6184,indian
6187,indian
6188,italian
6190,chinese
6198,italian
6199,french
6207,russian
6222,brazilian
6225,mexican
6226,italian
6228,mexican
6232,mexican
6244,mexican
6245,chinese
6252,southern_us
6266,mexican
6276,cajun_creole
6289,filipino
6292,italian
6299,cajun_creole
6304,brazilian
6307,french
6310,french
6311,chinese
6313,indian
6321,thai
6322,mexican
6335,italian
6337,southern_us
6367,mexican
6375,mexican
6388,mexican
6392,thai
6402,spanish
6407,mexican
6408,indian
6412,mexican
6420,vietnamese
6422,french
6423,moroccan
6425,french
6429,mexican
6433,mexican
6436,moroccan
6440,chinese
6442,greek
6445,mexican
6450,indian
6455,italian
6461,southern_us
6463,southern_us
6464,mexican
6470,indian
6473,italian
6474,vietnamese
6475,british
6492,thai
6498,italian
6503,french
6509,vietnamese
6510,southern_us
6526,italian
6527,korean
6530,chinese
6534,cajun_creole
6539,italian
6541,russian
6542,korean
6547,southern_us
6552,italian
6554,cajun_creole
6555,thai
6564,indian
6575,greek
6581,mexican
6584,italian
6596,cajun_creole
6599,mexican
6601,mexican
6602,moroccan
6608,italian
6611,southern_us
6615,italian
6622,french
6630,cajun_creole
6632,italian
6635,british
6636,italian
6638,southern_us
6639,french
6641,korean
6649,japanese
6652,southern_us
6653,indian
6665,mexican
6668,mexican
6672,mexican
6676,filipino
6677,brazilian
6681,french
6690,italian
6693,mexican
6697,italian
6701,greek
6712,mexican
6714,spanish
6717,southern_us
6718,mexican
6721,moroccan
6722,italian
6724,japanese
6726,southern_us
6732,italian
6741,brazilian
6746,british
6761,cajun_creole
6763,filipino
6776,french
6784,italian
6787,italian
6798,vietnamese
6800,italian
6812,southern_us
6815,italian
6822,indian
6823,italian
6824,italian
6825,cajun_creole
6839,mexican
6841,thai
6842,italian
6858,italian
6867,mexican
6869,french
6870,italian
6872,russian
6874,mexican
6877,italian
6878,french
6881,thai
6883,mexican
6887,filipino
6890,cajun_creole
6898,italian
6902,southern_us
6916,mexican
6921,chinese
6926,greek
6938,chinese
6950,mexican
6954,chinese
6964,italian
6966,chinese
6974,italian
6975,mexican
6985,italian
6987,thai
6990,southern_us
6992,italian
6994,mexican
6996,mexican
7005,thai
7022,vietnamese
7035,italian
7036,italian
7037,italian
7038,italian
7041,cajun_creole
7044,cajun_creole
7045,thai
7056,italian
7057,cajun_creole
7059,japanese
7064,southern_us
7068,italian
7070,korean
7071,indian
7074,italian
7076,mexican
7079,french
7081,italian
7083,japanese
7088,japanese
7090,chinese
7091,cajun_creole
7094,indian
7096,southern_us
7102,italian
7109,southern_us
7110,italian
7111,spanish
7112,italian
7115,italian
7128,indian
7130,greek
7143,thai
7146,spanish
7149,spanish
7169,japanese
7171,indian
7172,indian
7180,japanese
7192,mexican
7199,british
7200,mexican
7202,italian
7221,southern_us
7228,southern_us
7231,indian
7243,moroccan
7245,mexican
7248,italian
7250,mexican
7267,vietnamese
7272,brazilian
7279,italian
7284,brazilian
7290,japanese
7293,chinese
7298,thai
7300,vietnamese
7301,french
7304,cajun_creole
7308,jamaican
7320,chinese
7322,spanish
7326,mexican
7332,italian
7333,japanese
7334,southern_us
7345,russian
7346,southern_us
7351,british
7362,mexican
7363,italian
7366,italian
7374,greek
7383,chinese
7387,moroccan
7390,french
7394,italian
7403,chinese
7409,french
7410,southern_us
7413,mexican
7414,french
7417,chinese
7420,italian
7422,southern_us
7431,russian
7434,russian
7435,indian
7440,indian
7441,mexican
7449,french
7453,indian
7454,southern_us
7456,cajun_creole
7458,italian
7459,mexican
7460,spanish
7465,cajun_creole
7469,mexican
7470,moroccan
7486,italian
7492,japanese
7499,greek
7501,french
7504,italian
7506,chinese
7514,southern_us
7517,irish
7529,japanese
7546,filipino
7550,japanese
7567,french
7570,thai
7578,italian
7583,southern_us
7593,italian
7597,cajun_creole
7598,french
7603,southern_us
7620,british
7627,french
7634,mexican
7638,southern_us
7644,italian
7648,indian
7650,mexican
7652,italian
7658,southern_us
7667,italian
7668,indian
7672,southern_us
7673,chinese
7681,jamaican
7682,filipino
7683,mexican
7687,mexican
7688,southern_us
7695,thai
7696,chinese
7703,mexican
7707,jamaican
7718,southern_us
7721,russian
7723,southern_us
7725,mexican
7732,southern_us
7736,italian
7738,italian
7741,chinese
7743,thai
7748,mexican
7749,southern_us
7757,italian
7767,brazilian
7771,mexican
7772,italian
7777,thai
7778,chinese
7780,italian
7781,italian
7793,italian
7807,brazilian
7810,filipino
7813,italian
7814,french
7827,spanish
7828,french
7830,indian
7832,french
7845,chinese
7848,french
7857,italian
7859,japanese
7869,mexican
7871,indian
7875,thai
7879,korean
7883,mexican
7884,indian
7885,southern_us
7893,british
7897,chinese
7900,mexican
7902,british
7905,southern_us
7907,irish
7909,indian
7919,southern_us
7923,italian
7924,italian
7930,indian
7933,brazilian
7940,indian
7950,korean
7954,chinese
7961,japanese
7971,southern_us
7981,thai
7986,indian
7990,southern_us
7992,chinese
7995,mexican
7998,thai
8001,southern_us
8009,vietnamese
8012,italian
8015,brazilian
8019,mexican
8037,japanese
8039,mexican
8041,jamaican
8045,chinese
8050,korean
8055,japanese
8074,italian
8078,southern_us
8083,italian
8085,italian
8090,brazilian
8097,chinese
8100,indian
8102,brazilian
8106,japanese
8107,italian
8108,southern_us
8112,indian
8114,italian
8115,vietnamese
8126,japanese
8130,chinese
8132,mexican
8135,mexican
8138,british
8139,italian
8142,mexican
8146,mexican
8148,mexican
8149,italian
8156,italian
8158,japanese
8166,italian
8169,french
8176,spanish
8180,french
8183,korean
8185,mexican
8188,southern_us
8193,mexican
8198,southern_us
8199,chinese
8206,southern_us
8208,italian
8220,italian
8223,italian
8237,irish
8242,italian
8254,spanish
8258,italian
8260,mexican
8261,mexican
8262,greek
8271,mexican
8273,indian
8294,japanese
8299,japanese
8308,japanese
8312,indian
8316,mexican
8326,cajun_creole
8327,italian
8329,cajun_creole
8330,vietnamese
8334,cajun_creole
8349,mexican
8358,southern_us
8360,southern_us
8369,greek
8371,mexican
8389,mexican
8400,indian
8404,mexican
8407,cajun_creole
8422,mexican
8431,british
8441,filipino
8443,southern_us
8455,mexican
8456,filipino
8460,chinese
8467,mexican
8474,greek
8483,cajun_creole
8485,italian
8486,filipino
8488,mexican
8492,korean
8501,italian
8502,french
8507,southern_us
8508,french
8510,mexican
8512,indian
8514,french
8515,thai
8521,mexican
8522,indian
8524,japanese
8525,cajun_creole
8528,french
8533,italian
8542,southern_us
8545,southern_us
8549,chinese
8550,french
8551,italian
8554,italian
8568,southern_us
8570,japanese
8574,italian
8578,italian
8582,chinese
8583,irish
8586,mexican
8592,southern_us
8602,french
8606,italian
8625,mexican
8626,indian
8628,russian
8630,korean
8632,french
8636,italian
8643,italian
8646,southern_us
8647,mexican
8650,italian
8657,filipino
8661,italian
8684,korean
8687,thai
8688,british
8690,mexican
8692,thai
8696,indian
8706,mexican
8707,chinese
8714,indian
8718,mexican
8720,mexican
8727,italian
8733,french
8735,japanese
8740,italian
8743,indian
8755,moroccan
8757,cajun_creole
8759,mexican
8761,mexican
8764,mexican
8767,japanese
8771,indian
8776,spanish
8780,mexican
8782,chinese
8788,mexican
8789,mexican
8791,italian
8793,indian
8794,italian
8797,korean
8798,mexican
8803,japanese
8804,italian
8805,chinese
8808,indian
8811,cajun_creole
8815,italian
8823,thai
8829,french
8832,mexican
8834,mexican
8847,mexican
8852,italian
8860,italian
8871,vietnamese
8875,italian
8880,russian
8884,irish
8885,russian
8886,spanish
8887,vietnamese
8889,chinese
8892,chinese
8894,italian
8899,greek
8901,vietnamese
8907,french
8908,french
8913,korean
8914,mexican
8927,italian
8928,filipino
8936,japanese
8939,indian
8940,mexican
8941,italian
8945,korean
8952,chinese
8962,mexican
8964,italian
8966,southern_us
8967,thai
8969,cajun_creole
8974,japanese
8982,italian
8992,brazilian
8994,thai
8995,moroccan
8997,cajun_creole
8998,southern_us
8999,mexican
9002,greek
9008,italian
9009,russian
9017,mexican
9025,italian
9034,french
9036,british
9040,japanese
9042,greek
9049,thai
9052,southern_us
9064,italian
9066,vietnamese
9068,mexican
9072,french
9073,italian
9077,chinese
9082,french
9083,greek
9087,indian
9088,brazilian
9089,italian
9092,mexican
9100,mexican
9107,chinese
9112,moroccan
9115,italian
9132,russian
9135,irish
9137,chinese
9140,southern_us
9146,mexican
9152,french
9158,greek
9159,chinese
9160,thai
9167,southern_us
9174,thai
9176,mexican
9192,italian
9196,mexican
9197,chinese
9198,italian
9205,thai
9209,mexican
9237,french
9238,thai
9250,mexican
9270,japanese
9277,french
9295,vietnamese
9296,chinese
9303,japanese
9327,southern_us
9329,thai
9332,indian
9338,jamaican
9351,mexican
9354,mexican
9356,italian
9357,mexican
9359,italian
9364,indian
9371,italian
9372,mexican
9375,brazilian
9376,cajun_creole
9377,mexican
9381,mexican
9382,italian
9384,irish
9386,greek
9388,filipino
9389,southern_us
9393,italian
9394,mexican
9402,southern_us
9403,cajun_creole
9408,irish
9414,french
9415,italian
9416,chinese
9421,spanish
9440,irish
9441,southern_us
9445,moroccan
9450,mexican
9451,korean
9463,cajun_creole
9464,cajun_creole
9465,russian
9466,moroccan
9471,cajun_creole
9478,southern_us
9484,russian
9486,mexican
9495,filipino
9497,chinese
9501,moroccan
9508,southern_us
9509,southern_us
9514,korean
9518,italian
9521,cajun_creole
9524,thai
9536,southern_us
9553,italian
9557,mexican
9579,chinese
9580,italian
9588,british
9592,italian
9597,italian
9599,chinese
9600,italian
9605,mexican
9618,italian
9633,indian
9637,italian
9639,korean
9640,indian
9646,indian
9647,cajun_creole
9648,italian
9651,mexican
9656,irish
9661,french
9668,greek
9669,mexican
9673,southern_us
9685,southern_us
9692,greek
9711,french
9728,filipino
9729,vietnamese
9733,italian
9740,southern_us
9741,thai
9744,chinese
9746,southern_us
9754,chinese
9766,french
9776,southern_us
9777,southern_us
9781,mexican
9783,chinese
9790,mexican
9795,french
9800,italian
9812,thai
9813,spanish
9815,mexican
9819,italian
9829,spanish
9834,french
9844,mexican
9846,mexican
9855,italian
9862,irish
9870,italian
9874,italian
9882,filipino
9884,italian
9890,mexican
9892,mexican
9894,italian
9895,mexican
9898,southern_us
9907,french
9916,southern_us
9922,mexican
9923,southern_us
9926,filipino
9927,mexican
9930,mexican
9932,indian
9934,southern_us
9936,chinese
9946,greek
9954,french
9955,british
9957,italian
9962,brazilian
9963,italian
9964,italian
9966,italian
9971,mexican
9972,cajun_creole
9975,spanish
9978,vietnamese
9981,chinese
9984,southern_us
9987,french
9989,southern_us
9997,french
9999,italian
10009,japanese
10014,vietnamese
10016,spanish
10017,chinese
10018,mexican
10027,french
10037,filipino
10039,korean
10041,italian
10054,spanish
10062,southern_us
10063,mexican
10064,chinese
10076,japanese
10079,cajun_creole
10082,italian
10083,greek
10085,french
10087,filipino
10089,indian
10091,greek
10094,indian
10103,spanish
10104,indian
10121,italian
10122,french
10124,russian
10125,southern_us
10131,indian
10139,italian
10142,british
10144,mexican
10152,mexican
10165,jamaican
10169,italian
10174,british
10176,indian
10192,greek
10194,french
10198,thai
10199,korean
10205,mexican
10207,filipino
10221,southern_us
10224,indian
10227,indian
10232,chinese
10244,italian
10246,spanish
10251,french
10254,brazilian
10257,italian
10259,greek
10263,vietnamese
10264,french
10265,indian
10273,chinese
